region,anzsic_descriptor,anzsic_descriptor2,category,gas,units,magnitude,year,data_val
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,69.99
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,74.33
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,30.27
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,31.9
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,25.34
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,24.61
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,23.44
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,24.88
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,24.63
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,29.12
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,31.1
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,31.48
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,32.96
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,32.25
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,33.65
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,1.19
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,1.24
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,1.08
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,2.62
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,3.32
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,3.13
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,2.64
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,2.71
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,2.69
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,2.66
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,3.31
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,3.86
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,4.03
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,12.11
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,121.61
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,17.44
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,11.57
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,11.13
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,12.45
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,11.95
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,12.73
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,12.57
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,14.65
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,15.79
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,20.44
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,15.09
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,6.79
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,5.81
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,5
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,4.86
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,4.98
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,5.86
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,6.6
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,7.14
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,7.61
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,8.08
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,8.27
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,8.51
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,8.88
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,3.31
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,3.66
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,3.28
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,3.36
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,3.34
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,3.22
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,3.16
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,3.11
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,2.82
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,2.83
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,2.96
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,2.68
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,2.8
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,8.6
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,7.46
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,22.97
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,24.91
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,23.79
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,24.57
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,23.72
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,24.71
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,23.46
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,23.69
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,23.78
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,22.99
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,23.09
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,8.99
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,8.76
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,6.36
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,5.69
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,5.63
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,5.91
